# x_m,y_m,altitude (m)
-583.24496,-117.414018,1543.4
-587.069762,-120.62944,1543.5
-590.925675,-123.807481,1543.5
-594.816024,-126.943266,1543.5
-598.743996,-130.031796,1543.5
-602.712737,-133.067593,1543.5
-606.726542,-136.043395,1543.5
-610.793325,-138.946462,1543.6
-614.92703,-141.753403,1543.6
-619.143024,-144.43501,1543.6
-623.454611,-146.959865,1543.6
-627.871833,-149.294765,1543.6
-632.400694,-151.404677,1543.6
-637.042543,-153.252482,1543.6
-641.793377,-154.798268,1543.5
-646.642653,-155.999399,1543.5
-651.571913,-156.811077,1543.4
-656.553289,-157.186996,1543.2
-661.547414,-157.080388,1543
-666.501994,-156.446038,1542.9
-671.350239,-155.244595,1542.7
-676.007924,-153.441895,1542.4
-680.368576,-151.009635,1542
-684.297143,-147.929416,1541.6
-687.627613,-144.216442,1541.3
-690.19179,-139.942146,1540.8
-691.9289,-135.264967,1540.5
-692.898161,-130.367772,1540.2
-693.175623,-125.382526,1539.9
-692.823328,-120.400394,1539.8
-691.914921,-115.488417,1539.7
-690.526075,-110.690022,1539.6
-688.732732,-106.027212,1539.6
-686.609076,-101.504822,1539.6
-684.224225,-97.114339,1539.6
-681.63469,-92.841016,1539.6
-678.88435,-88.669102,1539.6
-676.013608,-84.579465,1539.6
-673.068567,-80.543199,1539.6
-670.099662,-76.524214,1539.6
-667.129572,-72.505925,1539.6
-664.161554,-68.48608,1539.6
-661.195537,-64.464762,1539.6
-658.231426,-60.442037,1539.6
-655.269132,-56.417975,1539.6
-652.308563,-52.392643,1539.6
-649.349626,-48.366111,1539.6
-646.39223,-44.338447,1539.6
-643.436287,-40.309718,1539.6
-640.481697,-36.279995,1539.6
-637.528398,-32.249327,1539.5
-634.576419,-28.217692,1539.5
-631.625834,-24.185036,1539.5
-628.676718,-20.151306,1539.5
-625.729143,-16.116449,1539.4
-622.783183,-12.080413,1539.4
-619.838912,-8.043145,1539.3
-616.896403,-4.004592,1539.2
-613.95573,0.035298,1539.1
-611.016968,4.076577,1539.1
-608.080189,8.119299,1539
-605.145252,12.163356,1538.9
-602.210077,16.207204,1538.8
-599.268032,20.246032,1538.8
-596.31166,24.274416,1538.7
-593.334885,28.287781,1538.7
-590.331834,32.281525,1538.7
-587.296539,36.250809,1538.7
-584.223115,40.190636,1538.7
-581.105803,44.09582,1538.7
-577.938999,47.960969,1538.7
-574.717283,51.780454,1538.6
-571.435453,55.548392,1538.6
-568.088542,59.258633,1538.5
-564.671893,62.904726,1538.5
-561.181189,66.479943,1538.4
-557.611491,69.976298,1538.4
-553.956882,73.38378,1538.4
-550.211785,76.691491,1538.3
-546.371281,79.887911,1538.2
-542.431245,82.960846,1538.1
-538.388444,85.897114,1538
-534.241265,88.68395,1537.9
-529.991265,91.311468,1537.8
-525.641921,93.770994,1537.7
-521.197289,96.053703,1537.6
-516.662006,98.150403,1537.5
-512.041364,100.051439,1537.4
-507.341298,101.746469,1537.3
-502.56844,103.223689,1537.1
-497.730115,104.469225,1537
-492.83453,105.46638,1536.9
-487.893607,106.207907,1536.8
-482.921091,106.694915,1536.7
-477.930329,106.930399,1536.5
-472.933996,106.918713,1536.4
-467.944062,106.665255,1536.3
-462.971756,106.175405,1536.1
-458.027657,105.454422,1536
-453.121767,104.507705,1535.9
-448.263149,103.342383,1535.8
-443.459308,101.968463,1535.7
-438.716658,100.396146,1535.6
-434.040691,98.635332,1535.5
-429.435996,96.695708,1535.4
-424.906337,94.586738,1535.3
-420.454661,92.31774,1535.2
-416.082563,89.898903,1535.1
-411.790314,87.340996,1535
-407.577348,84.654466,1534.9
-403.442381,81.849333,1534.7
-399.383463,78.935212,1534.6
-395.398053,75.921312,1534.5
-391.483028,72.816511,1534.4
-387.634661,69.629438,1534.3
-383.848739,66.368418,1534.2
-380.120613,63.041463,1534.1
-376.445258,59.656285,1534
-372.817338,56.220358,1533.9
-369.231414,52.740623,1533.7
-365.683064,49.222518,1533.6
-362.168479,45.670668,1533.5
-358.683786,42.089474,1533.4
-355.225043,38.483195,1533.3
-351.788246,34.855978,1533.2
-348.369339,31.211881,1533.1
-344.964094,27.555014,1532.9
-341.568095,23.889556,1532.8
-338.176896,20.219651,1532.7
-334.786056,16.549413,1532.6
-331.39114,12.882948,1532.5
-327.987732,9.224366,1532.4
-324.571448,5.577812,1532.3
-321.137943,1.947473,1532.2
-317.682929,-1.662391,1532.1
-314.202186,-5.24744,1532
-310.691561,-8.803222,1531.9
-307.146169,-12.324187,1531.8
-303.554742,-15.797969,1531.7
-299.890389,-19.194803,1531.6
-296.11621,-22.4692,1531.5
-292.1984,-25.569968,1531.4
-288.109613,-28.441008,1531.3
-283.831135,-31.020145,1531.2
-279.35575,-33.239096,1531.1
-274.689189,-35.019589,1531
-269.853703,-36.267456,1530.8
-264.898374,-36.878261,1530.8
-259.908145,-36.748531,1530.7
-255.008215,-35.797677,1530.7
-250.36433,-33.974038,1530.6
-246.168707,-31.284868,1530.5
-242.602104,-27.80036,1530.4
-239.80172,-23.669595,1530.4
-237.788588,-19.100018,1530.3
-236.501905,-14.274703,1530.2
-235.873525,-9.320617,1530.1
-235.828256,-4.32597,1530
-236.290678,0.647865,1529.9
-237.182804,5.563167,1529.8
-238.427333,10.401676,1529.7
-239.949416,15.16049,1529.4
-241.67707,19.848817,1529.2
-243.543247,24.48384,1529
-245.485791,29.087428,1528.7
-247.451778,33.681167,1528.6
-249.416161,38.275676,1528.5
-251.36692,42.875981,1528.4
-253.293608,47.486416,1528.3
-255.185734,52.111137,1528.1
-257.032712,56.754063,1528.1
-258.823839,61.418807,1528
-260.548261,66.108603,1527.9
-262.194945,70.82623,1527.9
-263.752724,75.573928,1527.9
-265.20979,80.353471,1527.9
-266.552506,85.166362,1527.9
-267.765977,90.013425,1527.9
-268.835113,94.894329,1527.9
